Dep,Nom Ville,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre d agents cynophiles,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année
nan,FECAMP,4,3,0,0,0,76,76FECAMP,76259,2016
nan,FRANQUEVILLE SAINT PIERRE,2,0,0,0,0,76,76FRANQUEVILLE SAINT PIERRE,76475,2016
nan,GOURNAY EN BRAY,2,1,0,0,0,76,76GOURNAY EN BRAY,76312,2016
nan,GRAND COURONNE,4,2,0,0,0,76,76GRAND COURONNE,76319,2016
nan,HARFLEUR,2,4,0,0,0,76,76HARFLEUR,76341,2016
nan,HAUTOT SUR MER,1,0,0,0,0,76,76HAUTOT SUR MER,76349,2016
nan,HOUPPEVILLE,1,0,0,0,0,76,76HOUPPEVILLE,76367,2016
nan,INCHEVILLE,1,0,0,0,0,76,76INCHEVILLE,76374,2016
nan,GRAND QUEVILLY,13,3,0,0,0,76,76GRAND QUEVILLY,76322,2016
nan,HAVRE,92,33,0,0,0,76,76HAVRE,76351,2016
nan,MESNIL ESNARD,4,0,0,0,0,76,76MESNIL ESNARD,76429,2016
nan,PETIT QUEVILLY,6,2,0,0,0,76,76PETIT QUEVILLY,76498,2016
nan,TRAIT,6,0,0,0,0,76,76TRAIT,76709,2016
nan,TREPORT,5,1,0,0,0,76,76TREPORT,76711,2016
nan,MALAUNAY,2,0,0,0,0,76,76MALAUNAY,76402,2016
nan,MAROMME,4,0,0,0,0,76,76MAROMME,76410,2016
nan,MARTIN EGLISE,1,0,0,0,0,76,76MARTIN EGLISE,76414,2016
nan,MONTIVILLIERS,3,0,0,0,0,76,76MONTIVILLIERS,76447,2016
nan,MONT SAINT AIGNAN,14,1,0,0,0,76,76MONT SAINT AIGNAN,76451,2016
nan,MONTVILLE,3,0,0,0,0,76,76MONTVILLE,76452,2016
nan,NEUFCHATEL EN BRAY,1,1,0,0,0,76,76NEUFCHATEL EN BRAY,76462,2016
nan,NOTRE DAME DE BONDEVILLE,2,0,0,0,0,76,76NOTRE DAME DE BONDEVILLE,76474,2016
nan,OCTEVILLE SUR MER,2,0,0,0,0,76,76OCTEVILLE SUR MER,76481,2016
nan,OISSEL,2,1,0,0,0,76,76OISSEL,76484,2016
nan,ORIVAL,1,0,0,0,0,76,76ORIVAL,76486,2016
nan,PAVILLY,3,0,0,0,0,76,76PAVILLY,76495,2016
nan,PETIT COURONNE,4,3,0,0,0,76,76PETIT COURONNE,76497,2016
nan,ROUEN,54,24,0,0,0,76,76ROUEN,76540,2016
nan,SAINTE ADRESSE,3,2,0,0,0,76,76SAINTE ADRESSE,76552,2016
nan,SAINT ETIENNE DU ROUVRAY,11,9,0,0,0,76,76SAINT ETIENNE DU ROUVRAY,76575,2016
nan,SAINT PIERRE DE VARENGEVILLE,1,0,0,0,0,76,76SAINT PIERRE DE VARENGEVILLE,76636,2016
nan,SAINT PIERRE LES ELBEUF,2,0,0,0,0,76,76SAINT PIERRE LES ELBEUF,76640,2016
nan,SAINT ROMAIN DE COLBOSC,2,0,0,0,0,76,76SAINT ROMAIN DE COLBOSC,76647,2016
nan,SAINT SAENS,1,0,0,0,0,76,76SAINT SAENS,76648,2016
nan,SAINT VALERY EN CAUX,3,1,0,0,0,76,76SAINT VALERY EN CAUX,76655,2016
nan,SOTTEVILLE LES ROUEN,11,1,0,0,0,76,76SOTTEVILLE LES ROUEN,76681,2016
nan,TERRES DE CAUX,1,0,0,0,0,76,76TERRES DE CAUX,76258,2016
nan,YVETOT,5,0,0,0,0,76,76YVETOT,76758,2016
Seine-et-Marne (77),ACHERES LA FORET,0,0,1,0,0,77,77ACHERES LA FORET,77001,2016
Melun,AUGERS EN BRIE,0,0,1,0,0,77,77AUGERS EN BRIE,77012,2016
nan,AVON,9,0,0,0,0,77,77AVON,77014,2016
nan,BAGNEAUX SUR LOING,1,0,0,0,0,77,77BAGNEAUX SUR LOING,77016,2016
nan,BAILLY ROMAINVILLIERS,7,0,0,0,0,77,77BAILLY ROMAINVILLIERS,77018,2016
nan,BOIS LE ROI,4,2,0,0,0,77,77BOIS LE ROI,77037,2016
nan,BOISSISE LE ROI,1,0,0,0,0,77,77BOISSISE LE ROI,77040,2016
nan,BOISSY LE CHATEL,1,0,0,0,0,77,77BOISSY LE CHATEL,77042,2016
nan,BOURRON MARLOTTE,1,0,0,0,0,77,77BOURRON MARLOTTE,77048,2016
nan,BRAY SUR SEINE,1,0,0,0,0,77,77BRAY SUR SEINE,77051,2016
nan,BRIE COMTE ROBERT,12,3,0,0,0,77,77BRIE COMTE ROBERT,77053,2016
nan,BROU SUR CHANTEREINE,2,0,0,0,0,77,77BROU SUR CHANTEREINE,77055,2016
nan,BUSSY SAINT GEORGES,40,0,0,0,0,77,77BUSSY SAINT GEORGES,77058,2016
nan,CESSON,9,0,0,1,1,77,77CESSON,77067,2016
nan,CHALAUTRE LA GRANDE,0,0,1,0,0,77,77CHALAUTRE LA GRANDE,77072,2016
nan,CHALIFERT,1,1,0,0,0,77,77CHALIFERT,77075,2016
nan,CHAMIGNY,0,0,1,0,0,77,77CHAMIGNY,77078,2016
nan,CHAMPAGNE SUR SEINE,3,1,0,0,0,77,77CHAMPAGNE SUR SEINE,77079,2016
nan,CHAMPS SUR MARNE,0,4,0,0,0,77,77CHAMPS SUR MARNE,77083,2016
nan,CHAPELLE GAUTHIER,1,0,0,0,0,77,77CHAPELLE GAUTHIER,77086,2016
nan,CHARTRETTES,2,0,0,0,0,77,77CHARTRETTES,77096,2016
nan,CHATEAU LANDON,1,0,0,0,0,77,77CHATEAU LANDON,77099,2016
nan,CHATELET EN BRIE,1,0,0,0,0,77,77CHATELET EN BRIE,77100,2016
nan,CHAUMES EN BRIE,1,1,0,0,0,77,77CHAUMES EN BRIE,77107,2016
nan,CHELLES,36,14,1,1,1,77,77CHELLES,77108,2016
nan,CHESSY,3,0,0,0,0,77,77CHESSY,77111,2016
nan,CLAYE SOUILLY,14,1,0,0,0,77,77CLAYE SOUILLY,77118,2016
nan,COLLEGIEN,0,2,0,0,0,77,77COLLEGIEN,77121,2016
nan,COMBS LA VILLE,9,5,0,0,0,77,77COMBS LA VILLE,77122,2016
nan,COMPANS,1,1,0,0,0,77,77COMPANS,77123,2016
nan,COULOMMIERS,8,2,0,1,2,77,77COULOMMIERS,77131,2016
nan,COUPVRAY,4,0,0,0,0,77,77COUPVRAY,77132,2016
nan,COURTRY,9,0,0,0,0,77,77COURTRY,77139,2016
nan,CRECY LA CHAPELLE,4,0,0,0,0,77,77CRECY LA CHAPELLE,77142,2016
nan,CREGY LES MEAUX,2,0,0,0,0,77,77CREGY LES MEAUX,77143,2016
nan,CROISSY BEAUBOURG,0,5,0,0,0,77,77CROISSY BEAUBOURG,77146,2016
nan,CROUY SUR OURCQ,1,0,0,0,0,77,77CROUY SUR OURCQ,77148,2016
nan,DAMMARTIN EN GOELE,4,1,0,1,1,77,77DAMMARTIN EN GOELE,77153,2016
nan,DAMPMART,1,0,0,0,0,77,77DAMPMART,77155,2016
nan,DONNEMARIE DONTILLY,0,0,1,0,0,77,77DONNEMARIE DONTILLY,77159,2016
nan,EGREVILLE,1,0,0,0,0,77,77EGREVILLE,77168,2016
nan,EMERAINVILLE,10,11,0,0,0,77,77EMERAINVILLE,77169,2016
nan,ESBLY,2,1,0,0,0,77,77ESBLY,77171,2016
nan,FAREMOUTIERS,2,0,0,0,0,77,77FAREMOUTIERS,77176,2016
nan,FERTE GAUCHER,4,4,0,0,0,77,77FERTE GAUCHER,77182,2016
nan,FERTE SOUS JOUARRE,8,5,0,0,0,77,77FERTE SOUS JOUARRE,77183,2016
nan,FONTAINEBLEAU,9,0,0,0,0,77,77FONTAINEBLEAU,77186,2016
nan,FONTENAY TRESIGNY,4,1,0,0,0,77,77FONTENAY TRESIGNY,77192,2016
nan,FORGES,0,1,0,0,0,77,77FORGES,77194,2016
nan,GOUAIX,1,0,0,0,0,77,77GOUAIX,77208,2016
nan,GRANDE PAROISSE,1,0,0,0,0,77,77GRANDE PAROISSE,77210,2016
nan,GRETZ ARMAINVILLIERS,5,2,0,0,0,77,77GRETZ ARMAINVILLIERS,77215,2016
nan,GREZ SUR LOING,1,0,0,0,0,77,77GREZ SUR LOING,77216,2016
nan,GRISY SUISNES,0,1,0,0,0,77,77GRISY SUISNES,77217,2016
nan,HERICY,1,0,0,0,0,77,77HERICY,77226,2016
nan,JOUARRE,2,0,0,0,0,77,77JOUARRE,77238,2016
nan,JOUY SUR MORIN,0,5,0,0,0,77,77JOUY SUR MORIN,77240,2016
nan,LAGNY SUR MARNE,5,6,0,0,0,77,77LAGNY SUR MARNE,77243,2016
nan,LESIGNY,6,0,0,0,0,77,77LESIGNY,77249,2016
nan,LIEUSAINT,6,0,0,0,0,77,77LIEUSAINT,77251,2016
nan,LIMOGES FOURCHES,0,1,0,0,0,77,77LIMOGES FOURCHES,77252,2016
nan,LIZY SUR OURCQ,2,0,0,0,0,77,77LIZY SUR OURCQ,77257,2016
nan,LOGNES,14,0,0,0,0,77,77LOGNES,77258,2016
nan,LONGUEVILLE,1,0,0,0,0,77,77LONGUEVILLE,77260,2016
nan,MAGNY LE HONGRE,5,0,0,0,0,77,77MAGNY LE HONGRE,77268,2016
nan,MARLES EN BRIE,0,4,0,0,0,77,77MARLES EN BRIE,77277,2016
nan,MARY SUR MARNE,1,0,0,0,0,77,77MARY SUR MARNE,77280,2016
nan,MEAUX,86,5,0,2,2,77,77MEAUX,77284,2016
nan,MEE SUR SEINE,12,4,0,1,1,77,77MEE SUR SEINE,77285,2016
nan,MELUN,32,0,0,0,0,77,77MELUN,77288,2016
nan,MOISSY CRAMAYEL,11,2,0,1,1,77,77MOISSY CRAMAYEL,77296,2016
nan,MONTCOURT FROMONVILLE,1,0,0,0,0,77,77MONTCOURT FROMONVILLE,77302,2016
nan,MONTEREAU FAULT YONNE,18,3,0,2,2,77,77MONTEREAU FAULT YONNE,77305,2016
nan,MONTEVRAIN,15,0,0,1,1,77,77MONTEVRAIN,77307,2016
nan,MONTIGNY SUR LOING,1,0,0,0,0,77,77MONTIGNY SUR LOING,77312,2016
nan,MONTRY,1,0,0,0,0,77,77MONTRY,77315,2016
nan,MORET SUR LOING,2,0,0,0,0,77,77MORET SUR LOING,77316,2016
nan,MORMANT,2,2,0,0,0,77,77MORMANT,77317,2016
nan,MOUROUX,3,0,0,0,0,77,77MOUROUX,77320,2016
nan,NANDY,3,1,0,0,0,77,77NANDY,77326,2016
nan,NANGIS,4,2,0,0,0,77,77NANGIS,77327,2016
nan,NANTEUIL LES MEAUX,2,0,0,0,0,77,77NANTEUIL LES MEAUX,77330,2016
nan,NANTEUIL SUR MARNE,0,1,0,0,0,77,77NANTEUIL SUR MARNE,77331,2016
nan,NEMOURS,3,1,0,0,0,77,77NEMOURS,77333,2016
nan,NOISIEL,12,3,0,0,0,77,77NOISIEL,77337,2016
nan,OTHIS,1,0,0,0,0,77,77OTHIS,77349,2016
nan,OZOIR LA FERRIERE,20,6,0,0,0,77,77OZOIR LA FERRIERE,77350,2016
nan,PAMFOU,0,1,0,0,0,77,77PAMFOU,77354,2016
nan,POMMEUSE,2,0,0,0,0,77,77POMMEUSE,77371,2016
nan,POMPONNE,2,0,0,0,0,77,77POMPONNE,77372,2016
nan,PONTAULT COMBAULT,13,4,0,0,0,77,77PONTAULT COMBAULT,77373,2016
nan,PONTCARRE,1,0,0,0,0,77,77PONTCARRE,77374,2016
nan,PRINGY,1,0,0,0,0,77,77PRINGY,77378,2016
nan,PROVINS,5,0,0,0,0,77,77PROVINS,77379,2016
nan,QUINCY VOISINS,2,0,0,0,0,77,77QUINCY VOISINS,77382,2016
nan,ROCHETTE,3,1,0,0,0,77,77ROCHETTE,77389,2016
nan,ROISSY EN BRIE,22,2,0,0,0,77,77ROISSY EN BRIE,77390,2016
nan,ROZAY EN BRIE,1,1,0,0,0,77,77ROZAY EN BRIE,77393,2016
nan,SAACY SUR MARNE,1,0,0,0,0,77,77SAACY SUR MARNE,77397,2016
nan,SAINT FARGEAU PONTHIERRY,3,0,0,0,0,77,77SAINT FARGEAU PONTHIERRY,77407,2016
nan,SAINT GERMAIN SUR MORIN,2,1,0,0,0,77,77SAINT GERMAIN SUR MORIN,77413,2016
nan,SAINT MAMMES,1,0,0,0,0,77,77SAINT MAMMES,77419,2016
nan,SAINT PATHUS,2,1,0,0,0,77,77SAINT PATHUS,77430,2016
nan,SAINT PIERRE LES NEMOURS,3,0,0,1,1,77,77SAINT PIERRE LES NEMOURS,77431,2016
nan,SALINS,0,2,0,0,0,77,77SALINS,77439,2016
nan,SAMOIS SUR SEINE,1,0,0,0,0,77,77SAMOIS SUR SEINE,77441,2016
nan,SAMOREAU,1,0,0,0,0,77,77SAMOREAU,77442,2016
nan,SAVIGNY LE TEMPLE,8,7,0,0,0,77,77SAVIGNY LE TEMPLE,77445,2016
nan,SEINE PORT,0,1,0,0,0,77,77SEINE PORT,77447,2016
nan,SERRIS,13,0,0,0,0,77,77SERRIS,77449,2016
nan,SERVON,3,0,0,0,0,77,77SERVON,77450,2016
nan,SOUPPES SUR LOING,5,0,0,0,0,77,77SOUPPES SUR LOING,77458,2016
nan,SOURDUN,0,0,1,0,0,77,77SOURDUN,77459,2016
nan,THOMERY,1,0,0,0,0,77,77THOMERY,77463,2016
nan,THORIGNY SUR MARNE,3,0,0,0,0,77,77THORIGNY SUR MARNE,77464,2016
nan,TORCY,13,1,0,0,0,77,77TORCY,77468,2016
nan,TOURNAN EN BRIE,3,1,0,0,0,77,77TOURNAN EN BRIE,77470,2016
nan,TRILPORT,1,0,0,0,0,77,77TRILPORT,77475,2016
nan,VAIRES SUR MARNE,11,0,0,0,0,77,77VAIRES SUR MARNE,77479,2016
nan,VAUX LE PENIL,5,0,0,0,0,77,77VAUX LE PENIL,77487,2016
nan,VERNOU LA CELLE SUR SEINE,1,0,0,0,0,77,77VERNOU LA CELLE SUR SEINE,77494,2016
nan,VERT SAINT DENIS,2,1,0,0,0,77,77VERT SAINT DENIS,77495,2016
nan,VILLENEUVE LE COMTE,0,1,0,0,0,77,77VILLENEUVE LE COMTE,77508,2016
nan,VILLENOY,1,0,0,0,0,77,77VILLENOY,77513,2016
nan,VILLEPARISIS,11,4,0,0,0,77,77VILLEPARISIS,77514,2016
nan,VILLEVAUDE,2,1,0,0,0,77,77VILLEVAUDE,77517,2016
nan,VULAINES SUR SEINE,1,0,0,0,0,77,77VULAINES SUR SEINE,77533,2016
Yvelines (78),ABLIS,0,1,0,0,0,78,78ABLIS,78003,2016
Versailles,ACHERES,4,2,0,0,0,78,78ACHERES,78005,2016
nan,ADAINVILLE,0,0,0,0,0,78,78ADAINVILLE,78006,2016
nan,ANDRESY,5,0,0,0,0,78,78ANDRESY,78015,2016
nan,ARNOUVILLE LES MANTES,0,0,1,0,0,78,78ARNOUVILLE LES MANTES,78020,2016
nan,AUBERGENVILLE,13,5,0,0,0,78,78AUBERGENVILLE,78029,2016
nan,AUFFARGIS,0,0,0,0,0,78,78AUFFARGIS,78030,2016
nan,BAILLY,2,0,0,0,0,78,78BAILLY,78043,2016
nan,BENNECOURT,0,0,0,0,0,78,78BENNECOURT,78057,2016
nan,BEYNES,4,0,0,0,0,78,78BEYNES,78062,2016
nan,BOIS D ARCY,3,0,0,0,0,78,78BOIS D ARCY,78073,2016
nan,BOISSETS,0,0,0,0,0,78,78BOISSETS,78076,2016
nan,BONNELLES,0,0,1,0,0,78,78BONNELLES,78087,2016
nan,BONNIERES SUR SEINE,0,1,0,0,0,78,78BONNIERES SUR SEINE,78089,2016
nan,BOUAFLE,1,0,0,0,0,78,78BOUAFLE,78090,2016
nan,BOUGIVAL,7,1,0,0,0,78,78BOUGIVAL,78092,2016
nan,BREVAL,0,1,0,0,0,78,78BREVAL,78107,2016
nan,BUC,2,1,1,0,0,78,78BUC,78117,2016
nan,BUCHELAY,0,1,0,0,0,78,78BUCHELAY,78118,2016
nan,BULLION,0,0,0,0,0,78,78BULLION,78120,2016
nan,CARRIERES SOUS POISSY,12,4,0,0,0,78,78CARRIERES SOUS POISSY,78123,2016
nan,CARRIERES SUR SEINE,7,0,0,0,0,78,78CARRIERES SUR SEINE,78124,2016
nan,CELLE LES BORDES,0,0,0,0,0,78,78CELLE LES BORDES,78125,2016
nan,CELLE SAINT CLOUD,1,0,0,0,0,78,78CELLE SAINT CLOUD,78126,2016
nan,CERNAY LA VILLE,0,0,0,0,0,78,78CERNAY LA VILLE,78128,2016
nan,CHAMBOURCY,11,0,0,0,0,78,78CHAMBOURCY,78133,2016
nan,CHANTELOUP LES VIGNES,5,2,0,0,0,78,78CHANTELOUP LES VIGNES,78138,2016
nan,CHATOU,9,5,0,0,0,78,78CHATOU,78146,2016
nan,CHAVENAY,0,0,1,0,0,78,78CHAVENAY,78152,2016
nan,CHESNAY,10,4,0,3,0,78,78CHESNAY,78158,2016
nan,CHEVREUSE,4,1,0,0,0,78,78CHEVREUSE,78160,2016
nan,CLAYES SOUS BOIS,7,0,0,0,0,78,78CLAYES SOUS BOIS,78165,2016
nan,COIGNIERES,2,0,0,0,0,78,78COIGNIERES,78168,2016
nan,CROISSY SUR SEINE,6,1,0,0,0,78,78CROISSY SUR SEINE,78190,2016
nan,DAMMARTIN EN SERVE,0,0,0,0,0,78,78DAMMARTIN EN SERVE,78192,2016
nan,DAMPIERRE EN YVELINES,0,0,0,0,0,78,78DAMPIERRE EN YVELINES,78193,2016
nan,ECQUEVILLY,2,1,0,0,0,78,78ECQUEVILLY,78206,2016
nan,ELANCOURT,17,8,0,2,2,78,78ELANCOURT,78208,2016
nan,EMANCE,0,0,0,0,0,78,78EMANCE,78209,2016
nan,EPONE,3,0,0,0,0,78,78EPONE,78217,2016
nan,ESSARTS LE ROI,1,3,0,0,0,78,78ESSARTS LE ROI,78220,2016
nan,ETANG LA VILLE,2,0,0,0,0,78,78ETANG LA VILLE,78224,2016
nan,FLINS SUR SEINE,5,0,0,0,0,78,78FLINS SUR SEINE,78238,2016
nan,FOLLAINVILLE DENNEMONT,0,0,0,0,0,78,78FOLLAINVILLE DENNEMONT,78239,2016
nan,FONTENAY LE FLEURY,2,2,0,0,0,78,78FONTENAY LE FLEURY,78242,2016
nan,FONTENAY MAUVOISIN,0,0,0,0,0,78,78FONTENAY MAUVOISIN,78245,2016
nan,FONTENAY SAINT PERE,0,0,0,0,0,78,78FONTENAY SAINT PERE,78246,2016
nan,FRENEUSE,0,1,0,0,0,78,78FRENEUSE,78255,2016
nan,GARANCIERES,0,0,0,0,0,78,78GARANCIERES,78265,2016
nan,GARGENVILLE,3,1,0,0,0,78,78GARGENVILLE,78267,2016
nan,GAZERAN,0,0,0,0,0,78,78GAZERAN,78269,2016
nan,GUERVILLE,0,0,0,0,0,78,78GUERVILLE,78291,2016
nan,GUITRANCOURT,0,0,0,0,0,78,78GUITRANCOURT,78296,2016
nan,GUYANCOURT,11,5,0,0,0,78,78GUYANCOURT,78297,2016
nan,HARDRICOURT,0,0,0,0,0,78,78HARDRICOURT,78299,2016
nan,HOUDAN,0,1,1,0,0,78,78HOUDAN,78310,2016
nan,HOUILLES,6,0,0,0,0,78,78HOUILLES,78311,2016
nan,ISSOU,0,0,0,0,0,78,78ISSOU,78314,2016
nan,JAMBVILLE,0,0,0,0,0,78,78JAMBVILLE,78317,2016
nan,JOUARS PONTCHARTRAIN,1,1,0,0,0,78,78JOUARS PONTCHARTRAIN,78321,2016
nan,JOUY EN JOSAS,1,1,0,0,0,78,78JOUY EN JOSAS,78322,2016
nan,LOGES EN JOSAS,0,0,1,0,0,78,78LOGES EN JOSAS,78343,2016
nan,MAGNANVILLE,0,0,0,0,0,78,78MAGNANVILLE,78354,2016
nan,MAGNY LES HAMEAUX,4,0,0,0,0,78,78MAGNY LES HAMEAUX,78356,2016
nan,MAISONS LAFFITTE,10,7,0,0,0,78,78MAISONS LAFFITTE,78358,2016
nan,MANTES LA JOLIE,28,6,0,1,1,78,78MANTES LA JOLIE,78361,2016
nan,MANTES LA VILLE,8,3,0,0,0,78,78MANTES LA VILLE,78362,2016
nan,MARCQ,0,0,0,0,0,78,78MARCQ,78364,2016
nan,MAREIL LE GUYON,0,0,0,0,0,78,78MAREIL LE GUYON,78366,2016
nan,MAREIL MARLY,1,0,0,0,0,78,78MAREIL MARLY,78367,2016
nan,MARLY LE ROI,4,0,0,0,0,78,78MARLY LE ROI,78372,2016
nan,MAULE,1,0,0,0,0,78,78MAULE,78380,2016
nan,MAULETTE,0,0,0,0,0,78,78MAULETTE,78381,2016
nan,MAURECOURT,1,0,0,0,0,78,78MAURECOURT,78382,2016
nan,MAUREPAS,4,4,0,0,0,78,78MAUREPAS,78383,2016
nan,MEDAN,5,0,0,0,0,78,78MEDAN,78384,2016
nan,MENERVILLE,0,0,0,0,0,78,78MENERVILLE,78385,2016
nan,MERE,1,0,0,0,0,78,78MERE,78389,2016
nan,MERICOURT,0,0,0,0,0,78,78MERICOURT,78391,2016
nan,MESNIL LE ROI,1,0,0,0,0,78,78MESNIL LE ROI,78396,2016
nan,MESNIL SAINT DENIS,3,0,0,0,0,78,78MESNIL SAINT DENIS,78397,2016
nan,MESNULS,0,0,0,0,0,78,78MESNULS,78398,2016
nan,MEULAN EN YVELINES,5,0,0,0,0,78,78MEULAN EN YVELINES,78401,2016
nan,MEZIERES SUR SEINE,0,0,0,0,0,78,78MEZIERES SUR SEINE,78402,2016
nan,MEZY SUR SEINE,0,1,0,0,0,78,78MEZY SUR SEINE,78403,2016
nan,MILLEMONT,0,0,0,0,0,78,78MILLEMONT,78404,2016
nan,MONTESSON,5,0,0,0,0,78,78MONTESSON,78418,2016
nan,MONTFORT L AMAURY,2,0,0,0,0,78,78MONTFORT L AMAURY,78420,2016
nan,MONTIGNY LE BRETONNEUX,19,12,0,0,0,78,78MONTIGNY LE BRETONNEUX,78423,2016
nan,MORAINVILLIERS,0,0,0,0,0,78,78MORAINVILLIERS,78431,2016
nan,MOUSSEAUX SUR SEINE,0,0,0,0,0,78,78MOUSSEAUX SUR SEINE,78437,2016
nan,MULCENT,0,0,0,0,0,78,78MULCENT,78439,2016
nan,MUREAUX,17,6,0,0,0,78,78MUREAUX,78440,2016
nan,NEAUPHLE LE CHATEAU,0,0,1,0,0,78,78NEAUPHLE LE CHATEAU,78442,2016
nan,NEZEL,0,0,0,0,0,78,78NEZEL,78451,2016
nan,NOISY LE ROI,2,0,0,0,0,78,78NOISY LE ROI,78455,2016
nan,OINVILLE SUR MONTCIENT,0,0,0,0,0,78,78OINVILLE SUR MONTCIENT,78460,2016
nan,ORCEMONT,0,0,0,0,0,78,78ORCEMONT,78464,2016
nan,ORGERUS,1,0,0,0,0,78,78ORGERUS,78465,2016
nan,PARAY DOUAVILLE,0,0,0,0,0,78,78PARAY DOUAVILLE,78478,2016
nan,PECQ,3,0,0,0,0,78,78PECQ,78481,2016
nan,PERDREAUVILLE,0,0,0,0,0,78,78PERDREAUVILLE,78484,2016
nan,PERRAY EN YVELINES,2,0,0,0,0,78,78PERRAY EN YVELINES,78486,2016
nan,PLAISIR,10,7,0,0,0,78,78PLAISIR,78490,2016
nan,PORT MARLY,3,0,0,0,0,78,78PORT MARLY,78502,2016
nan,POISSY,44,6,0,6,3,78,78POISSY,78498,2016
nan,PRUNAY EN YVELINES,0,0,0,0,0,78,78PRUNAY EN YVELINES,78506,2016
nan,RAIZEUX,0,0,0,0,0,78,78RAIZEUX,78516,2016
nan,RAMBOUILLET,10,4,0,0,0,78,78RAMBOUILLET,78517,2016
nan,RENNEMOULIN,0,0,0,0,0,78,78RENNEMOULIN,78518,2016
nan,ROCHEFORT EN YVELINES,0,0,0,0,0,78,78ROCHEFORT EN YVELINES,78522,2016
nan,ROLLEBOISE,0,0,0,0,0,78,78ROLLEBOISE,78528,2016
nan,ROSAY,0,0,0,0,0,78,78ROSAY,78530,2016
nan,ROSNY SUR SEINE,2,1,0,0,0,78,78ROSNY SUR SEINE,78531,2016
nan,SAILLY,0,0,0,0,0,78,78SAILLY,78536,2016
nan,SAINT ARNOULT EN YVELINES,3,0,0,0,0,78,78SAINT ARNOULT EN YVELINES,78537,2016
nan,SAINT CYR L ECOLE,1,3,0,0,0,78,78SAINT CYR L ECOLE,78545,2016
nan,SAINT FORGET,0,0,0,0,0,78,78SAINT FORGET,78548,2016
nan,SAINT GERMAIN DE LA GRANGE,0,0,0,0,0,78,78SAINT GERMAIN DE LA GRANGE,78550,2016
nan,SAINT GERMAIN EN LAYE,21,7,0,0,0,78,78SAINT GERMAIN EN LAYE,78551,2016
nan,SAINT MARTIN LA GARENNE,0,0,0,0,0,78,78SAINT MARTIN LA GARENNE,78567,2016
nan,SAINT NOM LA BRETECHE,1,0,0,0,0,78,78SAINT NOM LA BRETECHE,78571,2016
nan,SAINT REMY L HONORE,0,0,0,0,0,78,78SAINT REMY L HONORE,78576,2016
nan,SAINT REMY LES CHEVREUSE,4,0,0,0,0,78,78SAINT REMY LES CHEVREUSE,78575,2016
nan,SAINTE MESME,0,0,0,0,0,78,78SAINTE MESME,78569,2016
nan,SARTROUVILLE,13,4,0,0,0,78,78SARTROUVILLE,78586,2016
nan,SAULX MARCHAIS,0,0,0,0,0,78,78SAULX MARCHAIS,78588,2016
nan,SENLISSE,0,0,0,0,0,78,78SENLISSE,78590,2016
nan,SEPTEUIL,1,0,0,0,0,78,78SEPTEUIL,78591,2016
nan,SOINDRES,0,0,0,0,0,78,78SOINDRES,78597,2016
nan,SONCHAMP,0,0,0,0,0,78,78SONCHAMP,78601,2016
nan,TACOIGNIERES,0,0,0,0,0,78,78TACOIGNIERES,78605,2016
nan,TARTRE GAUDRAN,0,0,0,0,0,78,78TARTRE GAUDRAN,78606,2016
nan,TERTRE SAINT DENIS,0,0,0,0,0,78,78TERTRE SAINT DENIS,78608,2016
nan,THIVERVAL GRIGNON,0,0,0,0,0,78,78THIVERVAL GRIGNON,78615,2016
nan,THOIRY,0,0,0,0,0,78,78THOIRY,78616,2016
nan,TILLY,0,0,0,0,0,78,78TILLY,78618,2016
nan,TOUSSUS LE NOBLE,0,0,0,0,0,78,78TOUSSUS LE NOBLE,78620,2016
nan,TRAPPES,8,2,0,0,0,78,78TRAPPES,78621,2016
nan,TREMBLAY SUR MAULDRE,0,0,0,0,0,78,78TREMBLAY SUR MAULDRE,78623,2016
nan,TRIEL SUR SEINE,5,2,0,0,0,78,78TRIEL SUR SEINE,78624,2016
nan,VAUX SUR SEINE,3,0,0,0,0,78,78VAUX SUR SEINE,78638,2016
nan,VELIZY VILLACOUBLAY,10,3,2,0,0,78,78VELIZY VILLACOUBLAY,78640,2016
nan,VERNEUIL SUR SEINE,5,3,0,0,0,78,78VERNEUIL SUR SEINE,78642,2016
nan,VERNOUILLET,3,0,0,0,0,78,78VERNOUILLET,78643,2016
nan,VERRIERE,3,1,0,0,0,78,78VERRIERE,78644,2016
nan,VERSAILLES,25,48,0,0,0,78,78VERSAILLES,78646,2016
nan,VERT,0,0,0,0,0,78,78VERT,78647,2016
nan,VESINET,20,2,0,0,0,78,78VESINET,78650,2016
nan,VICQ,0,0,0,0,0,78,78VICQ,78653,2016
nan,VIEILLE EGLISE EN YVELINES,0,0,0,0,0,78,78VIEILLE EGLISE EN YVELINES,78655,2016
nan,VILLENNES SUR SEINE,5,1,0,0,0,78,78VILLENNES SUR SEINE,78672,2016
nan,VILLENEUVE EN CHEVRIE,0,0,0,0,0,78,78VILLENEUVE EN CHEVRIE,78668,2016
nan,VILLEPREUX,4,1,0,0,0,78,78VILLEPREUX,78674,2016
nan,VILLETTE,0,0,0,0,0,78,78VILLETTE,78677,2016
