Dep,Nom Ville,Nombre d habitants,Nombre de policiers municipaux,Nombre d ASVP,Nombre de gardes-champêtres,Nombre de maîtres chiens de police municipale,Nombre de chiens de patrouille de police municipale,Numero Departement,Numero Departement x Nom Ville,CODGEO,Année
nan,GUYANCOURT,27328,12,5,0,0,0,78,78GUYANCOURT,78297,2017
nan,HARDRICOURT,2167,1,1,0,0,0,78,78HARDRICOURT,78299,2017
nan,HOUDAN,3593,0,1,1,0,0,78,78HOUDAN,78310,2017
nan,HOUILLES,32481,3,5,0,0,0,78,78HOUILLES,78311,2017
nan,JOUARS PONTCHARTRAIN,5278,1,1,0,0,0,78,78JOUARS PONTCHARTRAIN,78321,2017
nan,JOUY EN JOSAS,8496,1,1,0,0,0,78,78JOUY EN JOSAS,78322,2017
nan,LIMAY,16500,0,3,0,0,0,78,78LIMAY,78335,2017
nan,LOGES EN JOSAS,1541,0,0,1,0,0,78,78LOGES EN JOSAS,78343,2017
nan,LOUVECIENNES,7014,3,2,0,0,0,78,78LOUVECIENNES,78350,2017
nan,MAGNY LES HAMEAUX,9300,4,0,0,0,0,78,78MAGNY LES HAMEAUX,78356,2017
nan,MAISONS LAFFITTE,23887,12,7,0,0,0,78,78MAISONS LAFFITTE,78358,2017
nan,MANTES LA JOLIE,44800,34,11,0,2,2,78,78MANTES LA JOLIE,78361,2017
nan,MANTES LA VILLE,20000,5,3,0,0,0,78,78MANTES LA VILLE,78362,2017
nan,MAREIL MARLY,3569,0,1,0,0,0,78,78MAREIL MARLY,78367,2017
nan,MARLY LE ROI,17200,5,0,0,0,0,78,78MARLY LE ROI,78372,2017
nan,MAULE,6000,2,0,0,0,0,78,78MAULE,78380,2017
nan,MAURECOURT,4479,1,0,0,0,0,78,78MAURECOURT,78382,2017
nan,MAUREPAS,19185,5,3,0,0,0,78,78MAUREPAS,78383,2017
nan,MEDAN,1394,5,0,0,0,0,78,78MEDAN,78384,2017
nan,MERE,1790,1,0,0,0,0,78,78MERE,78389,2017
nan,MESNIL LE ROI,6553,2,1,0,0,0,78,78MESNIL LE ROI,78396,2017
nan,MESNIL SAINT DENIS,6714,3,0,0,0,0,78,78MESNIL SAINT DENIS,78397,2017
nan,MEULAN EN YVELINES,9300,6,4,0,0,0,78,78MEULAN EN YVELINES,78401,2017
nan,MEZY SUR SEINE,2032,0,1,0,0,0,78,78MEZY SUR SEINE,78403,2017
nan,MONTESSON,15394,6,0,0,0,0,78,78MONTESSON,78418,2017
nan,MONTFORT L AMAURY,3156,1,2,0,0,0,78,78MONTFORT L AMAURY,78420,2017
nan,MONTIGNY LE BRETONNEUX,34038,15,11,0,0,0,78,78MONTIGNY LE BRETONNEUX,78423,2017
nan,MUREAUX,33000,18,6,0,0,0,78,78MUREAUX,78440,2017
nan,NEAUPHLE LE CHATEAU,3311,0,0,1,0,0,78,78NEAUPHLE LE CHATEAU,78442,2017
nan,NOISY LE ROI,7617,2,0,0,0,0,78,78NOISY LE ROI,78455,2017
nan,ORGERUS,2500,1,0,0,0,0,78,78ORGERUS,78465,2017
nan,ORGEVAL,6179,3,0,0,0,0,78,78ORGEVAL,78466,2017
nan,PECQ,16806,4,0,0,0,0,78,78PECQ,78481,2017
nan,PERRAY EN YVELINES,6800,2,0,0,0,0,78,78PERRAY EN YVELINES,78486,2017
nan,PLAISIR,31857,9,6,0,0,0,78,78PLAISIR,78490,2017
nan,POISSY,37093,44,4,0,4,4,78,78POISSY,78498,2017
nan,PORCHEVILLE,3100,2,0,0,0,0,78,78PORCHEVILLE,78501,2017
nan,PORT MARLY,5450,3,0,0,0,0,78,78PORT MARLY,78502,2017
nan,RAMBOUILLET,25700,10,4,0,0,0,78,78RAMBOUILLET,78517,2017
nan,ROSNY SUR SEINE,6000,2,1,0,0,0,78,78ROSNY SUR SEINE,78531,2017
nan,SAINT ARNOULT EN YVELINES,6000,3,0,0,0,0,78,78SAINT ARNOULT EN YVELINES,78537,2017
nan,SAINT GERMAIN EN LAYE,41517,27,4,0,2,2,78,78SAINT GERMAIN EN LAYE,78551,2017
nan,SAINT NOM LA BRETECHE,5100,1,0,0,0,0,78,78SAINT NOM LA BRETECHE,78571,2017
nan,SARTROUVILLE,52000,24,3,0,0,0,78,78SARTROUVILLE,78586,2017
nan,SEPTEUIL,2364,1,1,0,0,0,78,78SEPTEUIL,78591,2017
nan,TRAPPES,32000,8,0,0,0,0,78,78TRAPPES,78621,2017
nan,TRIEL SUR SEINE,11570,5,0,0,0,0,78,78TRIEL SUR SEINE,78624,2017
nan,VAUX SUR SEINE,5000,3,0,0,0,0,78,78VAUX SUR SEINE,78638,2017
nan,VELIZY VILLACOUBLAY,21339,17,3,2,0,0,78,78VELIZY VILLACOUBLAY,78640,2017
nan,VERNEUIL SUR SEINE,15366,5,3,0,0,0,78,78VERNEUIL SUR SEINE,78642,2017
nan,VERNOUILLET,10000,3,0,0,0,0,78,78VERNOUILLET,78643,2017
nan,VERRIERE,6045,2,1,0,0,0,78,78VERRIERE,78644,2017
nan,VERSAILLES,90000,21,36,0,0,0,78,78VERSAILLES,78646,2017
nan,VESINET,16000,21,3,0,0,0,78,78VESINET,78650,2017
nan,VILLENNES SUR SEINE,5174,5,1,0,0,0,78,78VILLENNES SUR SEINE,78672,2017
nan,VILLEPREUX,10245,6,1,0,0,0,78,78VILLEPREUX,78674,2017
nan,VILLIERS SAINT FREDERIC,2800,0,0,1,0,0,78,78VILLIERS SAINT FREDERIC,78683,2017
nan,VIROFLAY,16000,6,1,0,0,0,78,78VIROFLAY,78686,2017
nan,VOISINS LE BRETONNEUX,11687,6,1,0,0,0,78,78VOISINS LE BRETONNEUX,78688,2017
-79,AIRVAULT,3003,1,1,0,0,0,79,79AIRVAULT,79005,2017
Niort,ARDIN,1255,0,0,1,0,0,79,79ARDIN,79012,2017
nan,BRESSUIRE,19411,4,0,0,0,0,79,79BRESSUIRE,79049,2017
nan,CHAURAY,6867,1,0,0,0,0,79,79CHAURAY,79081,2017
nan,COULONGES SUR L AUTIZE,2363,0,0,1,0,0,79,79COULONGES SUR L AUTIZE,79101,2017
nan,CRECHE,6624,1,0,0,0,0,79,79CRECHE,79048,2017
nan,FENIOUX,657,0,0,1,0,0,79,79FENIOUX,79119,2017
nan,MAULEON,8479,1,0,0,0,0,79,79MAULEON,79079,2017
nan,MAUZE SUR LE MIGNON,2767,0,1,1,0,0,79,79MAUZE SUR LE MIGNON,79170,2017
nan,MELLE,3607,0,1,1,0,0,79,79MELLE,79174,2017
nan,MONCOUTANT,3161,1,0,0,0,0,79,79MONCOUTANT,79179,2017
nan,MOTHE SAINT HERAY,1702,0,0,1,0,0,79,79MOTHE SAINT HERAY,79184,2017
nan,NIORT,58952,18,12,0,0,0,79,79NIORT,79191,2017
nan,NUEIL LES AUBIERS,5614,1,0,0,0,0,79,79NUEIL LES AUBIERS,79195,2017
nan,OIRON,907,0,0,1,0,0,79,79OIRON,79196,2017
nan,PAMPROUX,1707,0,0,1,0,0,79,79PAMPROUX,79201,2017
nan,PARTHENAY,10381,5,0,0,0,0,79,79PARTHENAY,79202,2017
nan,PRAHECQ,2135,0,0,1,0,0,79,79PRAHECQ,79216,2017
nan,SAINT LOUP LAMAIRE,970,0,0,1,0,0,79,79SAINT LOUP LAMAIRE,79268,2017
nan,SAINT MAIXENT L ECOLE,6523,2,0,0,0,0,79,79SAINT MAIXENT L ECOLE,79270,2017
nan,SAINT VARENT,2459,1,0,0,0,0,79,79SAINT VARENT,79299,2017
nan,THOUARS,9225,0,3,0,0,0,79,79THOUARS,79329,2017
Somme (80),ABBEVILLE,24500,11,5,0,0,0,80,80ABBEVILLE,80001,2017
Amiens,AILLY SUR NOYE,2900,2,0,1,0,0,80,80AILLY SUR NOYE,80010,2017
nan,AILLY SUR SOMME,3051,0,0,1,0,0,80,80AILLY SUR SOMME,80011,2017
nan,AIRAINES,2402,1,0,0,0,0,80,80AIRAINES,80013,2017
nan,ALBERT,10000,0,4,2,0,0,80,80ALBERT,80016,2017
nan,AMIENS,140000,86,74,0,0,0,80,80AMIENS,80021,2017
nan,BAYONVILLERS,355,0,0,1,0,0,80,80BAYONVILLERS,80058,2017
nan,BOUTTENCOURT,972,0,0,1,0,0,80,80BOUTTENCOURT,80126,2017
nan,BRAILLY CORNEHOTTE,242,0,0,1,0,0,80,80BRAILLY CORNEHOTTE,80133,2017
nan,BRAY SUR SOMME,1240,1,0,0,0,0,80,80BRAY SUR SOMME,80136,2017
nan,BROUCHY,545,0,1,0,0,0,80,80BROUCHY,80144,2017
nan,CAMON,4396,3,0,0,0,0,80,80CAMON,80164,2017
nan,CORBIE,6372,2,1,1,0,0,80,80CORBIE,80212,2017
nan,CRECY EN PONTHIEU,1504,0,0,1,0,0,80,80CRECY EN PONTHIEU,80222,2017
nan,DARGNIES,1299,0,0,1,0,0,80,80DARGNIES,80235,2017
nan,DERNANCOURT,435,0,0,1,0,0,80,80DERNANCOURT,80238,2017
nan,DOMART EN PONTHIEU,1153,0,0,1,0,0,80,80DOMART EN PONTHIEU,80241,2017
nan,DOULLENS,0,3,0,0,0,0,80,80DOULLENS,80253,2017
nan,FORT MAHON PLAGE,1199,1,4,0,0,0,80,80FORT MAHON PLAGE,80333,2017
nan,FRESSENNEVILLE,2242,1,0,0,0,0,80,80FRESSENNEVILLE,80360,2017
nan,FRIVILLE ESCARBOTIN,4855,1,0,0,0,0,80,80FRIVILLE ESCARBOTIN,80368,2017
nan,GAMACHES,2758,0,1,0,0,0,80,80GAMACHES,80373,2017
nan,HAM,4609,2,0,0,0,0,80,80HAM,80410,2017
nan,CHAUSSEE TIRANCOURT,651,0,0,1,0,0,80,80CHAUSSEE TIRANCOURT,80187,2017
nan,CROTOY,2014,2,2,0,0,0,80,80CROTOY,80228,2017
nan,LONGUEAU,5677,5,0,0,0,0,80,80LONGUEAU,80489,2017
nan,MEAULTE,1303,0,0,1,0,0,80,80MEAULTE,80523,2017
nan,MONTDIDIER,6318,4,0,1,0,0,80,80MONTDIDIER,80561,2017
nan,MOREUIL,4062,1,1,0,0,0,80,80MOREUIL,80570,2017
nan,MUILLE VILLETTE,845,0,0,1,0,0,80,80MUILLE VILLETTE,80579,2017
nan,NESLE,2490,1,0,0,0,0,80,80NESLE,80585,2017
nan,NOUVION,1329,0,0,1,0,0,80,80NOUVION,80598,2017
nan,PERONNE,8300,5,1,0,0,0,80,80PERONNE,80620,2017
nan,POIX DE PICARDIE,2433,0,1,0,0,0,80,80POIX DE PICARDIE,80630,2017
nan,PONT DE METZ,2418,1,0,0,0,0,80,80PONT DE METZ,80632,2017
nan,QUEND,1413,1,2,0,0,0,80,80QUEND,80649,2017
nan,RIVERY,3485,4,0,0,0,0,80,80RIVERY,80674,2017
nan,ROSIERES EN SANTERRE,3034,1,0,0,0,0,80,80ROSIERES EN SANTERRE,80680,2017
nan,ROYE,6111,4,2,0,0,0,80,80ROYE,80685,2017
nan,SALEUX,2885,2,0,0,0,0,80,80SALEUX,80724,2017
nan,SALOUEL,3000,2,0,0,0,0,80,80SALOUEL,80725,2017
nan,VILLERS BRETONNEUX,4446,2,0,0,0,0,80,80VILLERS BRETONNEUX,80799,2017
nan,YVRENCH,325,0,1,0,0,0,80,80YVRENCH,80832,2017
Tarn (81),ALBI,49475,17,8,0,0,0,81,81ALBI,81004,2017
Albi,AMBRES,1008,0,0,1,0,0,81,81AMBRES,81011,2017
nan,AUSSILLON,6167,1,0,0,0,0,81,81AUSSILLON,81021,2017
nan,BRIATEXTE,2046,0,0,1,0,0,81,81BRIATEXTE,81039,2017
nan,CARMAUX,9713,0,1,0,0,0,81,81CARMAUX,81060,2017
nan,CASTRES,45000,31,5,0,0,0,81,81CASTRES,81065,2017
nan,CORDES SUR CIEL,952,1,1,0,0,0,81,81CORDES SUR CIEL,81069,2017
nan,DOURGNE,1372,0,0,1,0,0,81,81DOURGNE,81081,2017
nan,GAILLAC,15000,10,0,0,0,0,81,81GAILLAC,81099,2017
nan,LABASTIDE ROUAIROUX,1400,0,0,1,0,0,81,81LABASTIDE ROUAIROUX,81115,2017
nan,LABRUGUIERE,6680,2,1,0,0,0,81,81LABRUGUIERE,81120,2017
nan,LACAUNE,2600,1,0,0,0,0,81,81LACAUNE,81124,2017
nan,LACROUZETTE,1789,0,0,1,0,0,81,81LACROUZETTE,81128,2017
nan,LAUTREC,1802,0,0,1,0,0,81,81LAUTREC,81139,2017
nan,LAVAUR,11196,5,0,0,0,0,81,81LAVAUR,81140,2017
nan,LISLE SUR TARN,4574,1,0,0,0,0,81,81LISLE SUR TARN,81145,2017
nan,MAZAMET,10548,3,2,0,0,0,81,81MAZAMET,81163,2017
nan,PARISOT,977,0,0,1,0,0,81,81PARISOT,81202,2017
nan,PUYBEGON,650,0,0,1,0,0,81,81PUYBEGON,81215,2017
nan,RABASTENS,5448,1,1,1,0,0,81,81RABASTENS,81220,2017
nan,REALMONT,3214,1,2,0,0,0,81,81REALMONT,81222,2017
nan,RIVIERES,1045,0,0,1,0,0,81,81RIVIERES,81225,2017
nan,ROQUECOURBE,2271,1,0,0,0,0,81,81ROQUECOURBE,81227,2017
nan,SAINT AMANS SOULT,1763,0,0,1,0,0,81,81SAINT AMANS SOULT,81238,2017
nan,SAINT AMANS VALTORET,953,0,0,1,0,0,81,81SAINT AMANS VALTORET,81239,2017
nan,SAINT JUERY,6955,0,1,0,0,0,81,81SAINT JUERY,81257,2017
nan,SAINT SULPICE LA POINTE,8863,6,0,0,0,0,81,81SAINT SULPICE LA POINTE,81271,2017
nan,SAIX,3541,1,0,0,0,0,81,81SAIX,81273,2017
nan,SALVAGNAC,1187,0,0,1,0,0,81,81SALVAGNAC,81276,2017
nan,SOREZE,2833,1,2,0,0,0,81,81SOREZE,81288,2017
nan,SOUAL,2539,1,1,0,0,0,81,81SOUAL,81289,2017
Tarn-et-Garonne (82),ALBIAS,3207,0,0,1,0,0,82,82ALBIAS,82002,2017
Montauban,BEAUMONT DE LOMAGNE,3744,2,1,0,0,0,82,82BEAUMONT DE LOMAGNE,82013,2017
nan,CASTELSARRASIN,13886,0,4,0,0,0,82,82CASTELSARRASIN,82033,2017
nan,CAUSSADE,6841,1,1,0,0,0,82,82CAUSSADE,82037,2017
nan,GRISOLLES,3991,2,0,0,0,0,82,82GRISOLLES,82075,2017
nan,LABASTIDE SAINT PIERRE,3599,2,0,0,0,0,82,82LABASTIDE SAINT PIERRE,82079,2017
nan,LAFRANCAISE,2877,1,0,0,0,0,82,82LAFRANCAISE,82087,2017
nan,MOISSAC,12581,8,0,0,0,0,82,82MOISSAC,82112,2017
nan,MONTAUBAN,59982,44,12,0,2,2,82,82MONTAUBAN,82121,2017
nan,MONTECH,6246,1,2,1,0,0,82,82MONTECH,82125,2017
nan,NEGREPELISSE,5597,1,0,0,0,0,82,82NEGREPELISSE,82134,2017
nan,SAINT ANTONIN NOBLE VAL,1866,1,0,0,0,0,82,82SAINT ANTONIN NOBLE VAL,82155,2017
nan,SAINT ETIENNE DE TULMONT,3741,1,0,0,0,0,82,82SAINT ETIENNE DE TULMONT,82161,2017
nan,SEPTFONDS,2193,1,0,1,0,0,82,82SEPTFONDS,82179,2017
Var (83),CABASSE,1982,1,2,0,0,0,83,83CABASSE,83026,2017
Toulon,CADIERE D AZUR,5532,2,1,0,0,0,83,83CADIERE D AZUR,83027,2017
nan,CALLAS,1820,0,0,0,0,0,83,83CALLAS,83028,2017
nan,CALLIAN,3412,2,1,0,0,0,83,83CALLIAN,83029,2017
nan,CANNET DES MAURES,4600,4,0,0,0,0,83,83CANNET DES MAURES,83031,2017
nan,CARCES,3500,2,2,0,0,0,83,83CARCES,83032,2017
nan,CARNOULES,3512,0,0,0,0,0,83,83CARNOULES,83033,2017
nan,CARQUEIRANNE,10078,11,3,0,0,0,83,83CARQUEIRANNE,83034,2017
nan,CASTELLET,4100,2,1,0,0,0,83,83CASTELLET,83035,2017
nan,CELLE,1400,0,1,1,0,0,83,83CELLE,83037,2017
nan,CHATEAUDOUBLE,462,0,0,1,0,0,83,83CHATEAUDOUBLE,83038,2017
nan,CHATEAUVERT,165,0,0,0,0,0,83,83CHATEAUVERT,83039,2017
nan,CHATEAUVIEUX,78,0,0,0,0,0,83,83CHATEAUVIEUX,83040,2017
nan,CLAVIERS,702,0,2,0,0,0,83,83CLAVIERS,83041,2017
nan,COGOLIN,12653,25,2,0,0,0,83,83COGOLIN,83042,2017
nan,COLLOBRIERES,1946,0,0,0,0,0,83,83COLLOBRIERES,83043,2017
nan,CORRENS,900,0,0,1,0,0,83,83CORRENS,83045,2017
nan,COTIGNAC,2377,1,0,1,0,0,83,83COTIGNAC,83046,2017
nan,CRAU,16999,18,5,0,0,0,83,83CRAU,83047,2017
nan,CROIX VALMER,3933,10,0,0,0,0,83,83CROIX VALMER,83048,2017
nan,CUERS,10695,5,3,0,0,0,83,83CUERS,83049,2017
nan,DRAGUIGNAN,41149,26,3,0,0,0,83,83DRAGUIGNAN,83050,2017
nan,ENTRECASTEAUX,1099,0,1,0,0,0,83,83ENTRECASTEAUX,83051,2017
nan,ESPARRON,341,0,0,0,0,0,83,83ESPARRON,83052,2017
nan,EVENOS,2164,1,0,0,0,0,83,83EVENOS,83053,2017
nan,FARLEDE,8799,8,1,0,0,0,83,83FARLEDE,83054,2017
nan,FAYENCE,5778,4,1,0,0,0,83,83FAYENCE,83055,2017
nan,FIGANIERES,2608,0,1,2,0,0,83,83FIGANIERES,83056,2017
nan,FLAYOSC,4442,4,0,0,0,0,83,83FLAYOSC,83058,2017
nan,FORCALQUEIRET,2668,0,0,1,0,0,83,83FORCALQUEIRET,83059,2017
nan,FOX AMPHOUX,487,0,0,0,0,0,83,83FOX AMPHOUX,83060,2017
nan,FREJUS,53734,70,10,0,4,4,83,83FREJUS,83061,2017
nan,GARDE,25528,22,0,0,0,0,83,83GARDE,83062,2017
nan,GARDE FREINET,1800,2,0,0,0,0,83,83GARDE FREINET,83063,2017
nan,GAREOULT,5569,3,0,2,0,0,83,83GAREOULT,83064,2017
nan,GASSIN,2640,6,0,0,0,0,83,83GASSIN,83065,2017
nan,GINASSERVIS,1583,0,0,1,0,0,83,83GINASSERVIS,83066,2017
nan,GONFARON,4500,2,1,0,0,0,83,83GONFARON,83067,2017
nan,GRIMAUD,4355,9,2,0,0,0,83,83GRIMAUD,83068,2017
nan,HYERES,57645,64,0,0,0,0,83,83HYERES,83069,2017
nan,BASTIDE,202,0,0,0,0,0,83,83BASTIDE,83013,2017
nan,LAVANDOU,5592,15,0,0,0,0,83,83LAVANDOU,83070,2017
nan,MAYONS,653,0,0,0,0,0,83,83MAYONS,83075,2017
nan,LORGUES,10580,9,0,0,0,0,83,83LORGUES,83072,2017
nan,MARTRE,202,0,0,0,0,0,83,83MARTRE,83074,2017
nan,MAZAUGUES,900,1,0,0,0,0,83,83MAZAUGUES,83076,2017
nan,MOLE,1214,0,1,1,0,0,83,83MOLE,83079,2017
nan,MONS,872,1,0,0,0,0,83,83MONS,83080,2017
nan,MONTAUROUX,6500,6,2,0,0,0,83,83MONTAUROUX,83081,2017
nan,MONTFERRAT,1490,0,0,0,0,0,83,83MONTFERRAT,83082,2017
nan,MONTFORT SUR ARGENS,1314,1,0,0,0,0,83,83MONTFORT SUR ARGENS,83083,2017
nan,MONTMEYAN,593,0,0,0,0,0,83,83MONTMEYAN,83084,2017
nan,MOTTE,2997,3,1,0,0,0,83,83MOTTE,83085,2017
nan,MUY,9611,10,1,0,0,0,83,83MUY,83086,2017
nan,NANS LES PINS,4291,5,1,0,0,0,83,83NANS LES PINS,83087,2017
nan,NEOULES,2580,2,0,0,0,0,83,83NEOULES,83088,2017
nan,OLLIERES,638,0,0,0,0,0,83,83OLLIERES,83089,2017
nan,OLLIOULES,13611,8,2,0,0,0,83,83OLLIOULES,83090,2017
nan,PIERREFEU DU VAR,6178,3,0,0,0,0,83,83PIERREFEU DU VAR,83091,2017
nan,PIGNANS,3630,0,0,0,0,0,83,83PIGNANS,83092,2017
nan,PLAN DE LA TOUR,2754,2,0,0,0,0,83,83PLAN DE LA TOUR,83094,2017
nan,PONTEVES,794,0,1,0,0,0,83,83PONTEVES,83095,2017
nan,POURCIEUX,1525,1,0,0,0,0,83,83POURCIEUX,83096,2017
nan,POURRIERES,4599,0,0,5,0,0,83,83POURRIERES,83097,2017
nan,PRADET,10793,7,0,0,0,0,83,83PRADET,83098,2017
nan,PUGET SUR ARGENS,7639,11,2,0,0,0,83,83PUGET SUR ARGENS,83099,2017
nan,PUGET VILLE,4169,3,0,0,0,0,83,83PUGET VILLE,83100,2017
nan,RAMATUELLE,2166,8,0,0,0,0,83,83RAMATUELLE,83101,2017
nan,REGUSSE,2600,2,0,1,0,0,83,83REGUSSE,83102,2017
nan,RIANS,4254,1,2,1,0,0,83,83RIANS,83104,2017
nan,RIBOUX,33,0,0,0,0,0,83,83RIBOUX,83105,2017
nan,ROCBARON,4933,5,0,0,0,0,83,83ROCBARON,83106,2017
nan,ROQUE ESCLAPON,275,0,0,0,0,0,83,83ROQUE ESCLAPON,83109,2017
nan,ROQUEBRUSSANNE,2572,2,0,0,0,0,83,83ROQUEBRUSSANNE,83108,2017
nan,ROUGIERS,1598,0,0,0,0,0,83,83ROUGIERS,83110,2017
nan,SAINT ANTONIN DU VAR,762,1,0,0,0,0,83,83SAINT ANTONIN DU VAR,83154,2017
nan,SAINT CYR SUR MER,12007,17,2,0,0,0,83,83SAINT CYR SUR MER,83112,2017
nan,SAINT JULIEN,2393,1,0,0,0,0,83,83SAINT JULIEN,83113,2017
nan,SAINT MARTIN DE PALLIERES,244,0,0,1,0,0,83,83SAINT MARTIN DE PALLIERES,83114,2017
nan,SAINT PAUL EN FORET,1776,1,0,0,0,0,83,83SAINT PAUL EN FORET,83117,2017
nan,SAINT RAPHAEL,34567,65,13,0,0,0,83,83SAINT RAPHAEL,83118,2017
nan,SAINT TROPEZ,4525,38,6,0,0,0,83,83SAINT TROPEZ,83119,2017
nan,SAINT ZACHARIE,5300,5,1,0,0,0,83,83SAINT ZACHARIE,83120,2017
nan,SAINTE ANASTASIE SUR ISSOLE,1910,1,0,0,0,0,83,83SAINTE ANASTASIE SUR ISSOLE,83111,2017
nan,SAINTE MAXIME,14514,39,8,0,0,0,83,83SAINTE MAXIME,83115,2017
nan,SALERNES,3800,3,1,0,0,0,83,83SALERNES,83121,2017
nan,SEILLANS,2600,1,0,0,0,0,83,83SEILLANS,83124,2017
nan,SEYNE SUR MER,65691,54,7,0,0,0,83,83SEYNE SUR MER,83126,2017
nan,SIGNES,2900,3,0,0,0,0,83,83SIGNES,83127,2017
nan,SILLANS LA CASCADE,793,1,1,0,0,0,83,83SILLANS LA CASCADE,83128,2017
nan,SOLLIES PONT,11098,9,1,0,0,0,83,83SOLLIES PONT,83130,2017
nan,SOLLIES TOUCAS,5892,4,1,0,0,0,83,83SOLLIES TOUCAS,83131,2017
nan,SOLLIES VILLE,2495,2,0,0,0,0,83,83SOLLIES VILLE,83132,2017
nan,TANNERON,1600,1,0,0,0,0,83,83TANNERON,83133,2017
nan,TARADEAU,1850,1,0,0,0,0,83,83TARADEAU,83134,2017
nan,TAVERNES,1317,0,2,0,0,0,83,83TAVERNES,83135,2017
nan,THORONET,2414,1,0,0,0,0,83,83THORONET,83136,2017
nan,TOULON,169517,101,11,0,2,2,83,83TOULON,83137,2017
nan,TOURRETTES,2978,2,0,0,0,0,83,83TOURRETTES,83138,2017
nan,TOURTOUR,603,0,0,0,0,0,83,83TOURTOUR,83139,2017
nan,TOURVES,5043,3,1,0,0,0,83,83TOURVES,83140,2017
nan,TRIGANCE,175,0,0,0,0,0,83,83TRIGANCE,83142,2017
nan,VAL,4300,3,0,0,0,0,83,83VAL,83143,2017
nan,VALETTE DU VAR,24000,15,3,0,0,0,83,83VALETTE DU VAR,83144,2017
nan,VARAGES,1164,0,0,0,0,0,83,83VARAGES,83145,2017
nan,VERDIERE,1681,0,0,0,0,0,83,83VERDIERE,83146,2017
nan,VERIGNON,11,0,0,0,0,0,83,83VERIGNON,83147,2017
nan,VIDAUBAN,11391,11,5,1,0,0,83,83VIDAUBAN,83148,2017
nan,VILLECROZE,1447,0,2,1,0,0,83,83VILLECROZE,83149,2017
Vaucluse (84),ALTHEN DES PALUDS,2728,3,0,0,0,0,84,84ALTHEN DES PALUDS,84001,2017
Avignon,APT,12257,13,3,0,0,0,84,84APT,84003,2017
nan,AUBIGNAN,5464,3,1,0,0,0,84,84AUBIGNAN,84004,2017
nan,AVIGNON,94087,96,19,0,0,0,84,84AVIGNON,84007,2017
nan,BEDARRIDES,5086,5,1,0,0,0,84,84BEDARRIDES,84016,2017
nan,BEDOIN,3155,0,1,3,0,0,84,84BEDOIN,84017,2017
nan,BOLLENE,13792,33,5,0,0,0,84,84BOLLENE,84019,2017
nan,CADENET,4254,4,0,0,0,0,84,84CADENET,84026,2017
nan,CADEROUSSE,2831,2,0,0,0,0,84,84CADEROUSSE,84027,2017
nan,CAMARET SUR AIGUES,4767,4,0,0,0,0,84,84CAMARET SUR AIGUES,84029,2017
nan,CAROMB,3283,1,1,1,0,0,84,84CAROMB,84030,2017
nan,CARPENTRAS,29448,28,14,0,0,0,84,84CARPENTRAS,84031,2017
nan,CAUMONT SUR DURANCE,4809,4,1,0,0,0,84,84CAUMONT SUR DURANCE,84034,2017
nan,CAVAILLON,26681,34,5,0,2,2,84,84CAVAILLON,84035,2017
nan,CHATEAUNEUF DE GADAGNE,3371,3,1,0,0,0,84,84CHATEAUNEUF DE GADAGNE,84036,2017
nan,CHATEAUNEUF DU PAPE,2232,2,0,0,0,0,84,84CHATEAUNEUF DU PAPE,84037,2017
nan,COURTHEZON,5552,4,0,0,0,0,84,84COURTHEZON,84039,2017
nan,ENTRAIGUES SUR LA SORGUE,8352,3,0,0,0,0,84,84ENTRAIGUES SUR LA SORGUE,84043,2017
nan,GRILLON,1804,1,0,0,0,0,84,84GRILLON,84053,2017
nan,ISLE SUR LA SORGUE,19742,20,4,0,0,0,84,84ISLE SUR LA SORGUE,84054,2017
nan,JONQUIERES,5021,4,1,0,0,0,84,84JONQUIERES,84056,2017
nan,LAPALUD,3927,2,1,0,0,0,84,84LAPALUD,84064,2017
nan,TOUR D AIGUES,4372,2,1,0,0,0,84,84TOUR D AIGUES,84133,2017
nan,LAURIS,3854,2,1,0,0,0,84,84LAURIS,84065,2017
nan,PONTET,17684,25,5,0,0,0,84,84PONTET,84092,2017
nan,THOR,8850,9,0,0,0,0,84,84THOR,84132,2017
nan,TAILLADES,2010,1,0,0,0,0,84,84TAILLADES,84131,2017
nan,LORIOL DU COMTAT,2592,1,0,0,0,0,84,84LORIOL DU COMTAT,84067,2017
nan,MALAUCENE,2856,1,2,0,0,0,84,84MALAUCENE,84069,2017
nan,MONDRAGON,3908,2,2,0,0,0,84,84MONDRAGON,84078,2017
nan,MONTEUX,12772,7,4,0,0,0,84,84MONTEUX,84080,2017
nan,MORIERES LES AVIGNON,8220,7,1,0,0,0,84,84MORIERES LES AVIGNON,84081,2017
nan,MORMOIRON,1951,1,0,0,0,0,84,84MORMOIRON,84082,2017
nan,MORNAS,2455,2,0,0,0,0,84,84MORNAS,84083,2017
nan,ORANGE,30164,32,4,0,0,0,84,84ORANGE,84087,2017
nan,PERNES LES FONTAINES,10069,7,3,0,0,0,84,84PERNES LES FONTAINES,84088,2017
nan,PERTUIS,19959,14,3,1,0,0,84,84PERTUIS,84089,2017
nan,PIOLENC,5192,3,2,0,0,0,84,84PIOLENC,84091,2017
nan,ROBION,4353,2,0,0,0,0,84,84ROBION,84099,2017
nan,ROUSSILLON,1369,1,1,0,0,0,84,84ROUSSILLON,84102,2017
nan,SAINT DIDIER,2169,2,1,0,0,0,84,84SAINT DIDIER,84108,2017
