CODGEO,Année,somme_ligne_effectifs,Nombre d habitants,CODGEO_2024,annee,somme_ligne_delits
44182,2018,6.0,4897.0,44182,2018,218
42271,2017,1.0,4899.0,42271,2017,88
41106,2017,3.0,4900.0,41106,2017,160
78638,2018,3.0,4900.0,78638,2018,126
89418,2017,3.0,4900.0,89418,2017,298
91405,2017,3.0,4900.0,91405,2017,150
64132,2017,1.0,4901.0,64132,2017,127
38538,2017,2.0,4904.0,38538,2017,87
4088,2018,4.0,4910.0,4088,2018,189
1093,2017,3.0,4914.0,1093,2017,116
84119,2018,4.0,4916.0,84119,2018,73
76452,2018,4.0,4917.0,76452,2018,66
14181,2018,3.0,4918.0,14181,2018,161
54498,2017,2.0,4919.0,54498,2017,101
2361,2017,3.0,4919.0,2361,2017,291
54498,2018,4.0,4919.0,54498,2018,81
6147,2017,2.0,4924.0,6147,2017,66
68269,2017,5.0,4924.0,68269,2017,81
34069,2018,5.0,4925.0,34069,2018,109
34069,2017,4.0,4925.0,34069,2017,191
76452,2017,3.0,4926.0,76452,2017,73
88075,2017,2.0,4927.0,88075,2017,148
59459,2018,4.0,4929.0,59459,2018,344
44021,2017,1.0,4932.0,44021,2017,84
83106,2017,5.0,4933.0,83106,2017,80
72213,2018,1.0,4935.0,72213,2018,104
84119,2017,3.0,4936.0,84119,2017,72
68269,2018,6.0,4938.0,68269,2018,83
11170,2017,15.0,4938.0,11170,2017,446
13045,2018,4.0,4950.0,13045,2018,113
62173,2017,3.0,4955.0,62173,2017,95
62173,2018,3.0,4955.0,62173,2018,104
76462,2018,2.0,4964.0,76462,2018,203
76462,2017,2.0,4964.0,76462,2017,198
58059,2018,2.0,4965.0,58059,2018,187
58059,2017,4.0,4966.0,58059,2017,216
95134,2017,3.0,4967.0,95134,2017,157
72231,2017,1.0,4971.0,72231,2017,70
89287,2018,2.0,4975.0,89287,2018,93
31584,2017,3.0,4975.0,31584,2017,223
59459,2017,3.0,4983.0,59459,2017,315
59168,2017,1.0,4984.0,59168,2017,100
40282,2017,3.0,4985.0,40282,2017,108
89287,2017,2.0,4985.0,89287,2017,100
62400,2018,1.0,4986.0,62400,2018,136
42271,2018,1.0,4986.0,42271,2018,92
44021,2018,1.0,4987.0,44021,2018,102
29130,2017,1.0,4987.0,29130,2017,32
13044,2018,10.0,4992.0,13044,2018,128
83106,2018,4.0,4992.0,83106,2018,66
69260,2018,4.0,4998.0,69260,2018,191
69260,2017,4.0,4998.0,69260,2017,134
89418,2018,3.0,4998.0,89418,2018,342
13082,2017,4.0,5000.0,13082,2017,183
91540,2018,2.0,5000.0,91540,2018,89
13046,2017,3.0,5000.0,13046,2017,75
13082,2018,4.0,5000.0,13082,2018,110
91179,2018,5.0,5000.0,91179,2018,193
59168,2018,1.0,5000.0,59168,2018,109
34309,2018,5.0,5000.0,34309,2018,44
29130,2018,1.0,5000.0,29130,2018,40
91179,2017,5.0,5000.0,91179,2017,135
13087,2018,11.0,5000.0,13087,2018,200
85163,2018,5.0,5000.0,85163,2018,231
31341,2017,2.0,5000.0,31341,2017,113
69046,2018,2.0,5000.0,69046,2018,165
2361,2018,3.0,5000.0,2361,2018,271
25367,2017,4.0,5000.0,25367,2017,118
27165,2018,2.0,5000.0,27165,2018,290
33036,2018,3.0,5000.0,33036,2018,89
71137,2018,5.0,5000.0,71137,2018,196
78638,2017,3.0,5000.0,78638,2017,169
47106,2018,2.0,5001.0,47106,2018,174
47106,2017,2.0,5001.0,47106,2017,133
22389,2017,1.0,5002.0,22389,2017,158
4088,2017,4.0,5010.0,4088,2017,202
72213,2017,1.0,5018.0,72213,2017,148
67411,2018,3.0,5018.0,67411,2018,49
67411,2017,3.0,5018.0,67411,2017,43
84056,2017,5.0,5021.0,84056,2017,105
73051,2018,3.0,5023.0,73051,2018,128
67131,2017,1.0,5032.0,67131,2017,87
62400,2017,1.0,5032.0,62400,2017,140
95134,2018,3.0,5035.0,95134,2018,139
25367,2018,4.0,5035.0,25367,2018,133
44082,2017,1.0,5037.0,44082,2017,46
14301,2018,2.0,5043.0,14301,2018,120
62268,2018,2.0,5046.0,62268,2018,151
85096,2018,1.0,5053.0,85096,2018,49
13074,2017,3.0,5055.0,13074,2017,201
62767,2018,4.0,5056.0,62767,2018,286
34247,2018,6.0,5059.0,34247,2018,135
40282,2018,3.0,5059.0,40282,2018,113
14301,2017,2.0,5062.0,14301,2017,112
13074,2018,3.0,5062.0,13074,2018,153
57487,2017,1.0,5064.0,57487,2017,216
34101,2017,3.0,5073.0,34101,2017,130
34101,2018,3.0,5073.0,34101,2018,223
84016,2018,6.0,5086.0,84016,2018,136
84016,2017,6.0,5086.0,84016,2017,152
62268,2017,2.0,5089.0,62268,2017,153
68163,2017,1.0,5091.0,68163,2017,100
91540,2017,2.0,5092.0,91540,2017,102
57487,2018,1.0,5093.0,57487,2018,249
78571,2017,1.0,5100.0,78571,2017,85
13030,2017,5.0,5100.0,13030,2017,123
78571,2018,1.0,5100.0,78571,2018,104
38130,2018,3.0,5107.0,38130,2018,362
72008,2018,2.0,5111.0,72008,2018,143
62261,2018,3.0,5126.0,62261,2018,170
30344,2017,8.0,5127.0,30344,2017,136
30344,2018,7.0,5127.0,30344,2018,154
31182,2018,3.0,5128.0,31182,2018,328
89086,2018,2.0,5133.0,89086,2018,95
42103,2017,2.0,5138.0,42103,2017,200
51535,2017,2.0,5138.0,51535,2017,179
51535,2018,2.0,5138.0,51535,2018,200
34298,2017,3.0,5144.0,34298,2017,85
34298,2018,3.0,5144.0,34298,2018,87
13044,2017,10.0,5148.0,13044,2017,138
27165,2017,3.0,5148.0,27165,2017,190
59481,2018,2.0,5151.0,59481,2018,210
59481,2017,2.0,5151.0,59481,2017,248
67131,2018,1.0,5152.0,67131,2018,76
62560,2018,1.0,5158.0,62560,2018,109
37063,2017,3.0,5159.0,37063,2017,229
37063,2018,2.0,5159.0,37063,2018,180
6159,2017,16.0,5159.0,6159,2017,333
36006,2018,3.0,5171.0,36006,2018,307
62746,2018,2.0,5175.0,62746,2018,85
62746,2017,3.0,5175.0,62746,2017,69
57089,2018,2.0,5179.0,57089,2018,138
66189,2017,4.0,5184.0,66189,2017,113
66189,2018,4.0,5184.0,66189,2018,107
38269,2018,3.0,5187.0,38269,2018,107
97417,2017,3.0,5187.0,97417,2017,68
84091,2017,5.0,5192.0,84091,2017,96
97601,2017,7.0,5192.0,97601,2017,99
21390,2017,2.0,5192.0,21390,2017,164
21390,2018,2.0,5192.0,21390,2018,155
97601,2018,9.0,5192.0,97601,2018,87
36006,2017,3.0,5192.0,36006,2017,263
77111,2017,5.0,5199.0,77111,2017,1560
69006,2018,1.0,5200.0,69006,2018,132
13030,2018,5.0,5200.0,13030,2018,103
69006,2017,1.0,5200.0,69006,2017,166
31341,2018,3.0,5200.0,31341,2018,126
13088,2018,5.0,5200.0,13088,2018,187
35049,2017,2.0,5200.0,35049,2017,121
35139,2017,1.0,5200.0,35139,2017,50
62560,2017,1.0,5205.0,62560,2017,103
38269,2017,3.0,5210.0,38269,2017,129
44082,2018,1.0,5210.0,44082,2018,40
44098,2017,1.0,5214.0,44098,2017,91
97112,2018,9.0,5221.0,97112,2018,231
68163,2018,2.0,5226.0,68163,2018,142
29026,2017,1.0,5227.0,29026,2017,150
57089,2017,2.0,5228.0,57089,2017,94
35139,2018,1.0,5230.0,35139,2018,42
35049,2018,13.0,5233.0,35049,2018,152
62261,2017,2.0,5234.0,62261,2017,165
97417,2018,3.0,5235.0,97417,2018,66
95652,2018,3.0,5238.0,95652,2018,131
30294,2018,2.0,5247.0,30294,2018,59
30294,2017,3.0,5247.0,30294,2017,55
84091,2018,5.0,5253.0,84091,2018,91
89086,2017,1.0,5254.0,89086,2017,117
25047,2017,1.0,5255.0,25047,2017,137
37139,2018,2.0,5269.0,37139,2018,72
97112,2017,9.0,5273.0,97112,2017,186
60439,2017,3.0,5278.0,60439,2017,264
83097,2018,4.0,5280.0,83097,2018,72
62767,2017,2.0,5283.0,62767,2017,238
17333,2018,8.0,5294.0,17333,2018,268
6114,2018,5.0,5300.0,6114,2018,117
31182,2017,4.0,5300.0,31182,2017,345
63069,2017,1.0,5300.0,63069,2017,128
31490,2018,4.0,5300.0,31490,2018,180
37273,2017,2.0,5300.0,37273,2017,163
77320,2017,6.0,5300.0,77320,2017,184
77320,2018,3.0,5300.0,77320,2018,167
59052,2018,4.0,5300.0,59052,2018,119
59052,2017,4.0,5300.0,59052,2017,117
13114,2018,6.0,5300.0,13114,2018,192
13114,2017,7.0,5300.0,13114,2017,134
95652,2017,3.0,5300.0,95652,2017,178
42103,2018,2.0,5300.0,42103,2018,173
61486,2017,2.0,5300.0,61486,2017,40
83120,2017,6.0,5300.0,83120,2017,110
25047,2018,2.0,5312.0,25047,2018,121
42059,2017,2.0,5314.0,42059,2017,70
63069,2018,1.0,5332.0,63069,2018,106
72180,2018,1.0,5333.0,72180,2018,188
88516,2018,5.0,5334.0,88516,2018,127
2340,2017,3.0,5335.0,2340,2017,168
85089,2017,1.0,5341.0,85089,2017,41
44098,2018,2.0,5342.0,44098,2018,105
2340,2018,3.0,5343.0,2340,2018,257
66017,2017,19.0,5351.0,66017,2017,798
66017,2018,19.0,5351.0,66017,2018,872
29160,2018,2.0,5352.0,29160,2018,119
91376,2018,2.0,5353.0,91376,2018,99
14228,2018,2.0,5360.0,14228,2018,78
59230,2018,2.0,5362.0,59230,2018,161
60439,2018,3.0,5363.0,60439,2018,197
62057,2018,2.0,5364.0,62057,2018,137
62645,2018,2.0,5371.0,62645,2018,90
77111,2018,5.0,5373.0,77111,2018,1232
42149,2017,1.0,5375.0,42149,2017,147
17333,2017,4.0,5383.0,17333,2017,269
42149,2018,1.0,5384.0,42149,2018,147
89464,2018,3.0,5385.0,89464,2018,256
33393,2017,2.0,5387.0,33393,2017,111
59452,2017,1.0,5387.0,59452,2017,183
91376,2017,2.0,5388.0,91376,2017,108
42059,2018,2.0,5389.0,42059,2018,73
57209,2018,2.0,5394.0,57209,2018,154
35184,2018,1.0,5399.0,35184,2018,191
97424,2017,2.0,5400.0,97424,2017,127
6159,2018,18.0,5400.0,6159,2018,310
85089,2018,1.0,5400.0,85089,2018,80
29274,2018,1.0,5400.0,29274,2018,111
86177,2018,1.0,5400.0,86177,2018,127
89464,2017,3.0,5400.0,89464,2017,318
86177,2017,1.0,5400.0,86177,2017,160
72008,2017,2.0,5401.0,72008,2017,132
29274,2017,1.0,5402.0,29274,2017,95
97424,2018,2.0,5403.0,97424,2018,86
59452,2018,1.0,5403.0,59452,2018,182
38422,2018,5.0,5408.0,38422,2018,92
33029,2017,2.0,5409.0,33029,2017,95
45315,2018,3.0,5413.0,45315,2018,145
37027,2017,3.0,5417.0,37027,2017,85
34259,2018,6.0,5421.0,34259,2018,128
34259,2017,6.0,5421.0,34259,2017,105
62057,2017,1.0,5422.0,62057,2017,159
59230,2017,2.0,5423.0,59230,2017,131
34077,2017,4.0,5426.0,34077,2017,73
34077,2018,4.0,5426.0,34077,2018,67
95388,2017,3.0,5428.0,95388,2017,157
91659,2018,5.0,5430.0,91659,2018,332
69297,2017,2.0,5430.0,69297,2017,193
69297,2018,2.0,5430.0,69297,2018,203
77192,2017,5.0,5434.0,77192,2017,229
21425,2018,1.0,5437.0,21425,2018,167
62099,2018,2.0,5437.0,62099,2018,176
41232,2018,3.0,5437.0,41232,2018,144
16166,2017,1.0,5440.0,16166,2017,107
78502,2017,3.0,5450.0,78502,2017,197
62645,2017,2.0,5456.0,62645,2017,104
6114,2017,3.0,5457.0,6114,2017,125
84004,2017,4.0,5464.0,84004,2017,89
13073,2018,5.0,5465.0,13073,2018,135
33029,2018,2.0,5466.0,33029,2018,106
95371,2018,2.0,5470.0,95371,2018,148
26124,2018,2.0,5471.0,26124,2018,173
26124,2017,2.0,5471.0,26124,2017,176
29117,2017,1.0,5473.0,29117,2017,116
14228,2017,2.0,5474.0,14228,2017,83
33393,2018,2.0,5475.0,33393,2018,143
74169,2017,1.0,5476.0,74169,2017,107
33090,2017,1.0,5477.0,33090,2017,117
57209,2017,2.0,5479.0,57209,2017,113
13033,2018,6.0,5483.0,13033,2018,211
17142,2017,2.0,5483.0,17142,2017,107
13085,2017,4.0,5487.0,13085,2017,131
21154,2018,1.0,5487.0,21154,2018,197
54322,2017,1.0,5489.0,54322,2017,183
54322,2018,1.0,5489.0,54322,2018,125
49223,2017,1.0,5489.0,49223,2017,146
13060,2017,7.0,5495.0,13060,2017,158
72180,2017,2.0,5496.0,72180,2017,191
28140,2018,3.0,5498.0,28140,2018,166
28140,2017,4.0,5498.0,28140,2017,174
37027,2018,2.0,5500.0,37027,2018,106
13073,2017,4.0,5500.0,13073,2017,177
83120,2018,6.0,5500.0,83120,2018,83
35184,2017,1.0,5500.0,35184,2017,219
26088,2017,1.0,5500.0,26088,2017,76
91659,2017,5.0,5500.0,91659,2017,282
13084,2017,6.0,5500.0,13084,2017,176
83064,2018,6.0,5500.0,83064,2018,83
73064,2017,2.0,5504.0,73064,2017,149
62099,2017,2.0,5516.0,62099,2017,161
62624,2018,3.0,5522.0,62624,2018,484
62624,2017,4.0,5522.0,62624,2017,485
51250,2017,2.0,5523.0,51250,2017,130
85182,2017,1.0,5525.0,85182,2017,118
31091,2017,5.0,5526.0,31091,2017,181
1344,2017,1.0,5530.0,1344,2017,73
83027,2017,3.0,5532.0,83027,2017,228
30221,2018,6.0,5533.0,30221,2018,171
30221,2017,7.0,5533.0,30221,2017,225
6108,2017,8.0,5537.0,6108,2017,173
66088,2017,7.0,5544.0,66088,2017,184
66088,2018,5.0,5544.0,66088,2018,200
24294,2018,4.0,5547.0,24294,2018,221
24294,2017,3.0,5547.0,24294,2017,277
78502,2018,3.0,5550.0,78502,2018,184
30062,2017,3.0,5550.0,30062,2017,123
49223,2018,1.0,5550.0,49223,2018,103
30062,2018,3.0,5550.0,30062,2018,102
21464,2017,3.0,5552.0,21464,2017,217
13084,2018,6.0,5555.0,13084,2018,134
13080,2017,4.0,5557.0,13080,2017,175
13080,2018,4.0,5557.0,13080,2018,140
13033,2017,7.0,5559.0,13033,2017,177
74169,2018,2.0,5561.0,74169,2018,95
69112,2017,2.0,5565.0,69112,2017,137
69112,2018,2.0,5565.0,69112,2018,162
21464,2018,4.0,5566.0,21464,2018,165
77458,2018,5.0,5566.0,77458,2018,267
77458,2017,4.0,5566.0,77458,2017,240
83064,2017,5.0,5569.0,83064,2017,100
95355,2017,1.0,5574.0,95355,2017,208
95355,2018,4.0,5574.0,95355,2018,223
63070,2017,4.0,5579.0,63070,2017,226
80489,2018,6.0,5581.0,80489,2018,238
33090,2018,1.0,5583.0,33090,2018,151
68300,2017,3.0,5584.0,68300,2017,161
38422,2017,5.0,5585.0,38422,2017,69
51250,2018,2.0,5592.0,51250,2018,187
83070,2017,15.0,5592.0,83070,2017,394
82134,2017,1.0,5597.0,82134,2017,95
11379,2017,6.0,5597.0,11379,2017,187
45298,2018,2.0,5600.0,45298,2018,217
77192,2018,5.0,5600.0,77192,2018,172
27022,2018,7.0,5600.0,27022,2018,86
90099,2017,2.0,5600.0,90099,2017,204
84056,2018,6.0,5600.0,84056,2018,86
26088,2018,1.0,5600.0,26088,2018,102
45315,2017,5.0,5600.0,45315,2017,134
25284,2018,2.0,5600.0,25284,2018,148
13107,2018,11.0,5600.0,13107,2018,140
37273,2018,2.0,5600.0,37273,2018,154
42222,2018,3.0,5600.0,42222,2018,152
27022,2017,7.0,5612.0,27022,2017,64
82134,2018,0.0,5613.0,82134,2018,127
79195,2017,1.0,5614.0,79195,2017,84
79195,2018,1.0,5614.0,79195,2018,87
16166,2018,2.0,5615.0,16166,2018,156
94065,2018,6.0,5618.0,94065,2018,738
94065,2017,9.0,5618.0,94065,2017,696
31107,2017,5.0,5619.0,31107,2017,292
68145,2017,3.0,5620.0,68145,2017,79
41232,2017,2.0,5621.0,41232,2017,179
13107,2017,8.0,5623.0,13107,2017,174
67520,2017,3.0,5628.0,67520,2017,160
67520,2018,3.0,5628.0,67520,2018,127
45298,2017,2.0,5628.0,45298,2017,171
13060,2018,7.0,5628.0,13060,2018,121
66024,2018,7.0,5630.0,66024,2018,329
66024,2017,7.0,5630.0,66024,2017,289
62757,2018,1.0,5631.0,62757,2018,126
68300,2018,4.0,5634.0,68300,2018,142
83027,2018,3.0,5635.0,83027,2018,148
28015,2018,2.0,5641.0,28015,2018,124
28015,2017,3.0,5641.0,28015,2017,167
66038,2018,3.0,5642.0,66038,2018,125
66038,2017,4.0,5642.0,66038,2017,134
11397,2017,9.0,5642.0,11397,2017,137
13091,2017,6.0,5644.0,13091,2017,156
26116,2017,2.0,5645.0,26116,2017,187
25284,2017,2.0,5648.0,25284,2017,125
34239,2017,4.0,5648.0,34239,2017,112
35207,2018,1.0,5653.0,35207,2018,97
90099,2018,2.0,5657.0,90099,2018,187
95388,2018,3.0,5658.0,95388,2018,95
31188,2017,2.0,5663.0,31188,2017,71
1344,2018,1.0,5667.0,1344,2018,64
71543,2018,4.0,5668.0,71543,2018,330
97104,2017,4.0,5670.0,97104,2017,160
2095,2017,2.0,5670.0,2095,2017,209
95371,2017,2.0,5673.0,95371,2017,146
38316,2017,3.0,5674.0,38316,2017,208
33207,2018,4.0,5677.0,33207,2018,82
74236,2017,3.0,5677.0,74236,2017,173
80489,2017,5.0,5677.0,80489,2017,271
33207,2017,3.0,5677.0,33207,2017,61
18015,2017,5.0,5682.0,18015,2017,166
18015,2018,5.0,5682.0,18015,2018,156
12089,2017,2.0,5686.0,12089,2017,303
14076,2017,4.0,5687.0,14076,2017,107
74236,2018,3.0,5690.0,74236,2018,219
88367,2018,6.0,5692.0,88367,2018,227
95203,2018,15.0,5693.0,95203,2018,871
77037,2018,6.0,5695.0,77037,2018,182
77037,2017,6.0,5695.0,77037,2017,190
31248,2017,2.0,5698.0,31248,2017,173
33240,2017,3.0,5699.0,33240,2017,268
31584,2018,3.0,5700.0,31584,2018,215
13091,2018,6.0,5700.0,13091,2018,131
13066,2017,4.0,5700.0,13066,2017,220
29117,2018,1.0,5700.0,29117,2018,73
62274,2018,1.0,5702.0,62274,2018,260
14098,2017,1.0,5703.0,14098,2017,53
13085,2018,5.0,5704.0,13085,2018,110
11266,2017,11.0,5708.0,11266,2017,234
85182,2018,1.0,5713.0,85182,2018,113
44071,2017,1.0,5719.0,44071,2017,96
31107,2018,4.0,5726.0,31107,2018,175
31091,2018,3.0,5736.0,31091,2018,130
29026,2018,1.0,5737.0,29026,2018,126
73064,2018,2.0,5743.0,73064,2018,134
38316,2018,3.0,5744.0,38316,2018,243
6108,2018,6.0,5744.0,6108,2018,125
83131,2018,5.0,5750.0,83131,2018,129
62274,2017,1.0,5753.0,62274,2017,228
54257,2017,2.0,5756.0,54257,2017,88
54257,2018,2.0,5756.0,54257,2018,65
38423,2018,3.0,5757.0,38423,2018,389
69141,2018,1.0,5775.0,69141,2018,240
69141,2017,1.0,5775.0,69141,2017,183
59268,2018,1.0,5777.0,59268,2018,126
83055,2017,5.0,5778.0,83055,2017,151
83055,2018,5.0,5778.0,83055,2018,132
17219,2017,2.0,5780.0,17219,2017,234
76481,2017,2.0,5781.0,76481,2017,60
14076,2018,4.0,5781.0,14076,2018,84
62397,2017,2.0,5784.0,62397,2017,171
62397,2018,1.0,5784.0,62397,2018,164
34088,2018,4.0,5790.0,34088,2018,216
34088,2017,3.0,5790.0,34088,2017,164
4143,2018,4.0,5792.0,4143,2018,159
2095,2018,2.0,5792.0,2095,2018,231
74105,2017,3.0,5793.0,74105,2017,215
97122,2017,6.0,5795.0,97122,2017,319
17219,2018,3.0,5799.0,17219,2018,241
78380,2018,2.0,5800.0,78380,2018,185
59234,2018,3.0,5800.0,59234,2018,256
78160,2018,4.0,5800.0,78160,2018,133
38423,2017,2.0,5800.0,38423,2017,254
69291,2018,2.0,5800.0,69291,2018,126
69291,2017,2.0,5800.0,69291,2017,142
59234,2017,3.0,5800.0,59234,2017,269
13066,2018,4.0,5800.0,13066,2018,144
78160,2017,3.0,5800.0,78160,2017,133
97206,2018,5.0,5809.0,97206,2018,135
59553,2018,1.0,5811.0,59553,2018,113
71543,2017,5.0,5814.0,71543,2017,342
67028,2017,2.0,5816.0,67028,2017,185
71445,2017,2.0,5816.0,71445,2017,163
83070,2018,15.0,5822.0,83070,2018,333
97122,2018,5.0,5823.0,97122,2018,314
66213,2018,7.0,5829.0,66213,2018,219
66213,2017,7.0,5829.0,66213,2017,206
67028,2018,1.0,5833.0,67028,2018,166
30169,2017,6.0,5839.0,30169,2017,263
30169,2018,6.0,5839.0,30169,2018,260
42222,2017,2.0,5843.0,42222,2017,106
53096,2018,2.0,5843.0,53096,2018,134
26116,2018,3.0,5845.0,26116,2018,163
44217,2017,2.0,5845.0,44217,2017,152
27602,2017,2.0,5846.0,27602,2017,99
44073,2017,1.0,5847.0,44073,2017,174
33240,2018,3.0,5850.0,33240,2018,325
14098,2018,1.0,5857.0,14098,2018,46
50099,2018,4.0,5861.0,50099,2018,249
50099,2017,4.0,5861.0,50099,2017,277
53096,2017,2.0,5872.0,53096,2017,140
70279,2017,7.0,5872.0,70279,2017,291
4143,2017,4.0,5876.0,4143,2017,133
62264,2017,1.0,5877.0,62264,2017,7
31188,2018,2.0,5877.0,31188,2018,79
78117,2017,2.0,5878.0,78117,2017,164
44071,2018,1.0,5878.0,44071,2018,102
62035,2018,1.0,5881.0,62035,2018,147
83131,2017,5.0,5892.0,83131,2017,101
70279,2018,7.0,5897.0,70279,2018,339
67519,2017,1.0,5900.0,67519,2017,69
28209,2018,2.0,5901.0,28209,2018,63
28209,2017,2.0,5901.0,28209,2017,64
80685,2018,6.0,5901.0,80685,2018,342
68004,2017,6.0,5903.0,68004,2017,264
34114,2017,6.0,5905.0,34114,2017,255
25539,2018,2.0,5906.0,25539,2018,125
67519,2018,1.0,5906.0,67519,2018,76
16154,2017,1.0,5907.0,16154,2017,227
13098,2017,5.0,5912.0,13098,2017,208
73222,2017,1.0,5914.0,73222,2017,143
77431,2018,4.0,5920.0,77431,2018,214
77431,2017,4.0,5920.0,77431,2017,213
59268,2017,1.0,5923.0,59268,2017,135
17264,2017,2.0,5924.0,17264,2017,117
74242,2017,3.0,5937.0,74242,2017,183
31248,2018,2.0,5938.0,31248,2018,142
62757,2017,1.0,5940.0,62757,2017,129
68004,2018,10.0,5941.0,68004,2018,210
62035,2017,1.0,5942.0,62035,2017,149
78117,2018,2.0,5943.0,78117,2018,126
17264,2018,1.0,5944.0,17264,2018,92
97104,2018,4.0,5944.0,97104,2018,178
68145,2018,3.0,5948.0,68145,2018,90
53054,2017,1.0,5948.0,53054,2017,288
25539,2017,2.0,5950.0,25539,2017,140
35207,2017,1.0,5962.0,35207,2017,85
10268,2018,6.0,5965.0,10268,2018,214
10268,2017,6.0,5965.0,10268,2017,165
76481,2018,1.0,5966.0,76481,2018,65
84122,2017,5.0,5967.0,84122,2017,137
13053,2018,7.0,5972.0,13053,2018,173
77326,2017,4.0,5979.0,77326,2017,175
38449,2017,3.0,5995.0,38449,2017,516
86174,2017,1.0,5996.0,86174,2017,92
74105,2018,2.0,5998.0,74105,2018,230
78537,2017,3.0,6000.0,78537,2017,152
78531,2018,3.0,6000.0,78531,2018,218
51030,2018,2.0,6000.0,51030,2018,122
74242,2018,3.0,6000.0,74242,2018,140
59553,2017,2.0,6000.0,59553,2017,101
78380,2017,2.0,6000.0,78380,2017,141
53054,2018,1.0,6000.0,53054,2018,238
78531,2017,3.0,6000.0,78531,2017,172
77326,2018,4.0,6000.0,77326,2018,122
13098,2018,4.0,6000.0,13098,2018,166
84004,2018,4.0,6000.0,84004,2018,68
27602,2018,2.0,6000.0,27602,2018,74
73010,2017,2.0,6000.0,73010,2017,112
26347,2017,4.0,6000.0,26347,2017,347
29061,2017,2.0,6009.0,29061,2017,155
35085,2017,1.0,6010.0,35085,2017,122
44073,2018,1.0,6011.0,44073,2018,108
88367,2017,5.0,6013.0,88367,2017,213
86174,2018,1.0,6017.0,86174,2018,81
13021,2017,10.0,6021.0,13021,2017,302
51030,2017,2.0,6021.0,51030,2017,118
13021,2018,9.0,6021.0,13021,2018,254
11106,2017,4.0,6026.0,11106,2017,193
34213,2018,7.0,6030.0,34213,2018,234
34213,2017,8.0,6030.0,34213,2017,178
34058,2017,4.0,6041.0,34058,2017,172
84122,2018,5.0,6041.0,84122,2018,183
34058,2018,4.0,6041.0,34058,2018,204
33080,2017,2.0,6043.0,33080,2017,159
38449,2018,3.0,6047.0,38449,2018,539
3118,2018,3.0,6048.0,3118,2018,173
36159,2018,1.0,6049.0,36159,2018,91
44217,2018,2.0,6050.0,44217,2018,140
3118,2017,3.0,6050.0,3118,2017,162
17291,2018,2.0,6057.0,17291,2018,255
35085,2018,1.0,6061.0,35085,2018,103
77430,2017,5.0,6066.0,77430,2017,120
77430,2018,3.0,6066.0,77430,2018,102
84137,2018,4.0,6072.0,84137,2018,272
69028,2017,2.0,6080.0,69028,2017,103
17291,2017,2.0,6081.0,17291,2017,288
59212,2017,1.0,6083.0,59212,2017,163
16154,2018,1.0,6086.0,16154,2018,264
86158,2018,1.0,6087.0,86158,2018,195
86158,2017,1.0,6087.0,86158,2017,160
53034,2017,1.0,6088.0,53034,2017,77
1419,2018,2.0,6094.0,1419,2018,152
78537,2018,3.0,6100.0,78537,2018,171
13053,2017,7.0,6100.0,13053,2017,202
36159,2017,1.0,6103.0,36159,2017,76
80685,2017,6.0,6111.0,80685,2017,327
73222,2018,1.0,6123.0,73222,2018,127
38337,2017,2.0,6128.0,38337,2017,207
37266,2017,2.0,6139.0,37266,2017,64
53034,2018,1.0,6139.0,53034,2018,67
31165,2017,2.0,6140.0,31165,2017,113
13016,2018,4.0,6143.0,13016,2018,130
57012,2018,2.0,6144.0,57012,2018,203
87065,2017,2.0,6147.0,87065,2017,88
34327,2017,7.0,6155.0,34327,2017,227
34327,2018,8.0,6155.0,34327,2018,252
87065,2018,2.0,6156.0,87065,2018,91
74278,2017,5.0,6160.0,74278,2017,152
77330,2018,2.0,6160.0,77330,2018,167
77330,2017,2.0,6160.0,77330,2017,168
1419,2017,2.0,6161.0,1419,2017,175
88516,2017,4.0,6171.0,88516,2017,143
34192,2018,20.0,6173.0,34192,2018,651
13016,2017,5.0,6173.0,13016,2017,148
34192,2017,21.0,6173.0,34192,2017,813
5046,2018,6.0,6174.0,5046,2018,241
33080,2018,2.0,6178.0,33080,2018,184
32132,2018,3.0,6181.0,32132,2018,157
32132,2017,4.0,6181.0,32132,2017,198
69028,2018,2.0,6182.0,69028,2018,120
24547,2017,5.0,6186.0,24547,2017,185
97604,2017,3.0,6189.0,97604,2017,64
97604,2018,4.0,6189.0,97604,2018,86
1194,2017,5.0,6190.0,1194,2017,129
31165,2018,2.0,6197.0,31165,2018,126
31118,2017,3.0,6200.0,31118,2017,253
26347,2018,4.0,6200.0,26347,2018,336
73010,2018,2.0,6200.0,73010,2018,104
71445,2018,3.0,6200.0,71445,2018,135
13042,2017,8.0,6200.0,13042,2017,197
86165,2017,2.0,6200.0,86165,2017,123
31118,2018,4.0,6200.0,31118,2018,185
29061,2018,2.0,6200.0,29061,2018,132
80561,2018,6.0,6201.0,80561,2018,381
41136,2017,3.0,6202.0,41136,2017,173
9160,2018,4.0,6205.0,9160,2018,214
34151,2017,8.0,6207.0,34151,2017,203
34151,2018,9.0,6207.0,34151,2018,177
51172,2017,1.0,6210.0,51172,2017,268
40133,2017,3.0,6214.0,40133,2017,310
84137,2017,4.0,6218.0,84137,2017,284
72071,2018,5.0,6236.0,72071,2018,236
38425,2017,3.0,6237.0,38425,2017,228
1289,2017,2.0,6241.0,1289,2017,110
33011,2018,6.0,6243.0,33011,2018,183
33011,2017,6.0,6243.0,33011,2017,181
